"","COMUNA","n_1","n_2","n_3","vote_1","vote_2","vote_3","participacion_1","participacion_2","participacion_3","n","vote","participacion","year","cod_comuna","X24.Oct","group_etapa_plebiscito","yautcorh","decil1","decil2","decil3","decil4","decil5","decil6","decil7","decil8","decil9","decil10","hacinamiento_2"
"1332","San Juan De La Costa",1838,4236,1625,527,2316,896,0.286724700761697,0.546742209631728,0.551384615384615,7699,3739,0.485647486686583,2017,10306,1,1,468657.86553982,0.47525507,0.12364855,0.037612304,0.11238008,0.040657833,0.01583676,0.025887011,0.076899648,0.08557941,0.0062433379,0.17313842
"1333","San Miguel",26818,53777,19343,13386,26321,9822,0.499142367066895,0.489447161425888,0.507780592462389,99938,49529,0.495597270307591,2017,13130,2,1,1425269.61237185,0.043296527,0.062813699,0.085572764,0.057975546,0.092961639,0.11823852,0.10820018,0.1240805,0.15531456,0.15154608,0.075978741
"1334","San Nicolas",2889,5767,1962,1126,3338,1140,0.38975424022153,0.578810473383041,0.581039755351682,10618,5604,0.527783009983048,2017,16305,3,0,559527.833553366,0.09881182,0.27795267,0.16004875,0.14380014,0.083172537,0.088554889,0.082360111,0.02934904,0.029044379,0.0069056568,0.16949324
"1335","San Pablo",2510,5026,2185,868,2837,1190,0.345816733067729,0.564464783127736,0.544622425629291,9721,4895,0.503549017590783,2017,10307,3,0,556376.618264609,0.15228941,0.20149253,0.17227422,0.19112067,0.031115608,0.13129269,0.048317734,0.010624842,0.0614723,0,0.091955476
"1336","San Pedro",2251,3897,1698,644,1831,815,0.286095068858285,0.469848601488324,0.479976442873969,7846,3290,0.419321947489166,2017,13505,4,0,731763.682932996,0.15676358,0.077876106,0.093046777,0.20935525,0.2551201,0.049304679,0.07079646,0.058154237,0.029582806,0,0.081415929
"1337","San Pedro De Atacama",1696,3392,815,496,1597,426,0.292452830188679,0.470813679245283,0.522699386503067,5903,2519,0.426732170083009,2017,2203,3,0,810290.247922583,0.033449039,0.019880088,0.098874517,0.044598717,0.16892816,0.13316503,0.18197118,0.16976964,0.11717682,0.03218681,0.014200063
"1338","San Pedro De La Paz",29209,40758,10528,11918,22985,6754,0.408024923824849,0.563938367927769,0.6415273556231,80495,41657,0.517510404372942,2017,8108,1,1,1359118.31143879,0.10843476,0.13942152,0.1111984,0.099036515,0.079956084,0.072573774,0.069810145,0.079908766,0.095241249,0.14441879,0.11536277
"1339","San Rafael",2343,4199,1305,821,2393,848,0.350405463081519,0.569897594665396,0.649808429118774,7847,4062,0.517650057346757,2017,7110,3,0,655169.251744253,0.06656754,0.17373899,0.19283998,0.10042319,0.15109231,0.093217432,0.079492167,0.026078004,0.10122383,0.015326547,0.011437722
"1340","San Ramon",25541,42795,14624,8615,20653,8333,0.337300810461611,0.482603107839701,0.569816739606127,82960,37601,0.453242526518804,2017,13131,2,1,793143.628902378,0.11883326,0.10221209,0.15183118,0.10321696,0.19004358,0.10983012,0.067598216,0.080403581,0.066851348,0.0091796685,0.099550523
"1341","San Rosendo",1275,2368,868,481,1219,467,0.377254901960784,0.514780405405405,0.538018433179724,4511,2167,0.480381290179561,2017,8310,2,1,461347.0053125,0.2246875,0.22375,0.19374999,0.106875,0.090312503,0.038125001,0.064062499,0.046875,0.0115625,0,0.037500001
"1342","San Vicente",12118,19902,6931,3868,10289,3747,0.31919458656544,0.516983217767059,0.540614629923532,38951,17904,0.459654437626762,2017,6117,2,1,729787.820956073,0.10701866,0.13757545,0.10563971,0.1347376,0.14754787,0.069547147,0.13317879,0.094568126,0.032954954,0.037231702,0.05058156
"1343","Santa Barbara",4068,6397,2543,1245,3301,1240,0.306047197640118,0.516023135844927,0.487613055446323,13008,5786,0.44480319803198,2017,8311,3,0,467343.097876082,0.24364178,0.15056819,0.089488633,0.13379329,0.1133658,0.084212661,0.056547619,0.10274621,0.021983225,0.0036525973,0.0087256497
"1344","Santa Cruz",9694,15451,5127,3149,7721,2648,0.324840107282855,0.499708756714776,0.516481373122684,30272,13518,0.446551268498943,2017,6310,3,0,766023.94215533,0.078815371,0.11998399,0.17628068,0.11542156,0.10704376,0.17337246,0.088313766,0.05389541,0.032897547,0.053975452,0.041382071
"1345","Santa Juana",3769,6220,2324,1299,3377,1129,0.344653754311488,0.542926045016077,0.485800344234079,12313,5805,0.471452935921384,2017,8109,3,0,653503.807207474,0.18078007,0.18471007,0.15015572,0.099658906,0.098843247,0.0063028326,0.1293193,0.053314548,0.05405606,0.04285926,0.087720603
"1346","Santa Maria",3532,6009,2026,1207,3387,1177,0.341732729331823,0.563654518222666,0.580947680157947,11567,5771,0.498919339500303,2017,5706,3,0,624415.767133189,0.091004662,0.11722189,0.095472768,0.18549182,0.19856758,0.13870819,0.092515931,0.044812407,0.026085814,0.010118931,0.0948814
"1347","Santiago",94748,164312,53690,36973,70137,22469,0.390224595769832,0.426852573153513,0.418495064257776,312750,129579,0.414321342925659,2017,13101,3,0,1362630.57995249,0.016194746,0.030960772,0.033464953,0.039226923,0.069944344,0.11351237,0.088078059,0.15686059,0.21662337,0.23513389,0.1885135
"1348","Santo Domingo",2606,5484,2365,1232,3504,1661,0.472755180353031,0.638949671772429,0.702325581395349,10455,6397,0.611860353897657,2017,5606,3,0,946602.288909408,0.05427311,0.0995178,0.15974146,0.052426387,0.12855238,0.13953011,0.076023392,0.11890838,0.1375808,0.033446189,0.073048115
"1349","Sierra Gorda",1207,1992,389,192,430,100,0.15907207953604,0.215863453815261,0.25706940874036,3588,722,0.201226309921962,2017,2103,3,0,827726.774607703,0,0.055159297,0.19876367,0.13789824,0.041369472,0.19400856,0.087018542,0.097955301,0.13456966,0.053257253,0.12220638
"1350","Talagante",19867,27633,7714,8425,16594,4861,0.424070065938491,0.600513878333876,0.630152968628468,55214,29880,0.541167095301916,2017,13601,3,0,1154668.41816515,0.045359276,0.057696428,0.11508324,0.11223712,0.09186177,0.05424298,0.1360302,0.15806083,0.13131446,0.098113701,0.066520587
"1351","Talca",59724,86656,28541,23835,47294,17017,0.399085794655415,0.545767171344165,0.596229984933955,174921,88146,0.503918911965973,2017,7101,2,1,919393.146915704,0.085501321,0.11667569,0.13014002,0.16034481,0.10514674,0.097977132,0.076865971,0.099511042,0.076172873,0.05166439,0.077825248
"1352","Talcahuano",43873,68218,21060,16697,33057,11201,0.380575752740866,0.48457885015685,0.531861348528015,133151,60955,0.457788525809044,2017,8110,2,1,910799.056633427,0.082333744,0.10509551,0.10191608,0.13281307,0.12183563,0.12245587,0.13902137,0.080334559,0.070838451,0.043355733,0.092116557
"1353","Taltal",3299,5258,1576,823,2357,799,0.249469536223098,0.448269303917839,0.506979695431472,10133,3979,0.392677390703642,2017,2104,3,0,976484.086585505,0.015742643,0.094569929,0.1579968,0.12069359,0.15697011,0.094113618,0.12160621,0.15195072,0.079283595,0.0070727812,0.11680945
"1354","Temuco",76271,112660,39281,29754,56558,19071,0.390108953599664,0.502023788389846,0.485501896591227,228212,105383,0.461776768969204,2017,9101,2,1,940281.130458422,0.116598,0.12331121,0.13901033,0.11099567,0.091841131,0.10279428,0.086125016,0.079717219,0.081432953,0.068174198,0.063903086
"1355","Teno",7654,12280,3808,2387,6235,1879,0.311863078129083,0.507736156351791,0.49343487394958,23742,10501,0.442296352455564,2017,7308,2,1,680709.093067628,0.054201115,0.10949756,0.13705745,0.15087274,0.19284856,0.12278284,0.1005936,0.092961632,0.030139213,0.0090452973,0.082521513
"1356","Teodoro Schmidt",4152,6895,2788,1154,3904,1677,0.277938342967245,0.566207396664249,0.601506456241033,13835,6735,0.486808818214673,2017,9117,1,1,479818.692701833,0.29757604,0.18603429,0.17959666,0.10957105,0.034027457,0.069237337,0.028312422,0.045785982,0.04361821,0.0062405569,0.073638573
"1357","Tierra Amarilla",4401,6683,1493,1370,3262,811,0.311292887980005,0.488104144845129,0.543201607501674,12577,5443,0.432774111473324,2017,3103,2,1,910163.44156359,0.10910244,0.10497939,0.11592135,0.049159531,0.077941641,0.12250238,0.18910562,0.13764669,0.088645734,0.0049952427,0.10045988
"1358","Tiltil",4843,6842,2114,1697,3732,1200,0.350402642989882,0.545454545454545,0.567644276253548,13799,6629,0.480397130226828,2017,13303,4,0,725652.966466992,0.10621873,0.086704135,0.20731179,0.13147657,0.18680911,0.098252334,0.039955538,0.088618539,0.037979376,0.016673872,0.1391342
"1359","Timaukel",269,617,88,39,124,28,0.144981412639405,0.20097244732577,0.318181818181818,974,191,0.196098562628337,2017,12303,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1360","Tirua",3073,4443,1204,855,2466,665,0.278229742922226,0.555030384875084,0.552325581395349,8720,3986,0.457110091743119,2017,8207,3,0,433814.7635814,0.25768405,0.29163688,0.1343817,0.078806289,0.065314509,0.071211576,0.028413152,0.032344531,0.029127948,0.011079342,0.025464617
"1361","Tocopilla",7013,11339,3560,1722,4810,1745,0.245543989733352,0.424199664873446,0.490168539325843,21912,8277,0.377738225629792,2017,2301,3,0,734034.265149904,0.15479481,0.14799064,0.13783754,0.044971295,0.10429513,0.086327873,0.040240273,0.20773974,0.055655964,0.020146715,0.066432625
"1362","Tolten",3012,5233,2193,763,2620,973,0.25332005312085,0.500668832409708,0.443684450524396,10438,4356,0.417321325924507,2017,9118,4,0,407990.895058238,0.49247992,0.21248445,0.060386747,0.046251271,0.010403709,0.078253984,0.058577407,0.021485921,0.013570055,0.0061065247,0.14542577
"1363","Tome",15051,25049,8953,5703,13151,5046,0.378911700219255,0.525010978482175,0.563609963140847,49053,23900,0.487228100218131,2017,8111,1,1,636608.387726075,0.12073749,0.17569798,0.14484635,0.12934153,0.068726957,0.13940299,0.088498682,0.053942055,0.061474979,0.017330993,0.031079894
"1364","Torres Del Paine",520,1065,162,119,361,78,0.228846153846154,0.338967136150235,0.481481481481481,1747,558,0.319404693760733,2017,12402,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1365","Tortel",204,298,44,83,136,19,0.406862745098039,0.456375838926175,0.431818181818182,546,238,0.435897435897436,2017,11303,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1366","Traiguen",5455,9351,3776,1661,4655,1880,0.304491292392301,0.497807721099348,0.497881355932203,18582,8196,0.44107200516629,2017,9210,4,0,626338.448533068,0.24618261,0.18772203,0.10352135,0.10657526,0.066687442,0.056466188,0.10333437,0.059769399,0.050919291,0.018822063,0.10976448
"1367","Treguaco",1844,3155,1099,699,1757,622,0.379067245119306,0.55689381933439,0.565969062784349,6098,3078,0.504755657592653,2017,16207,3,0,457880.889888603,0.18209083,0.32455012,0.11653813,0.15595545,0.090616964,0.034918595,0.025492717,0.042416453,0.015424165,0.011996573,0.063196227
"1368","Tucapel",3754,6339,2425,1091,3031,1317,0.290623335109217,0.478151127938161,0.543092783505155,12518,5439,0.434494328167439,2017,8312,3,0,499860.429957372,0.16272233,0.20821697,0.25282964,0.1488314,0.07481993,0.034249596,0.027928855,0.056886669,0.011318536,0.02219609,0.067102745
"1369","Valdivia",43668,66664,22013,18118,35165,11886,0.414903361729413,0.527496099843994,0.539953663744151,132345,65169,0.492417545052703,2017,14101,2,1,1066781.12640574,0.10602695,0.099011227,0.11149107,0.10359305,0.10225441,0.09276218,0.10318537,0.11147282,0.084176578,0.086026348,0.067519471
"1370","Vallenar",15135,22281,7405,4275,10943,4119,0.282457879088206,0.491135945424353,0.55624577987846,44821,19337,0.431427232770353,2017,3301,1,1,871188.60708822,0.11740299,0.13946965,0.11427379,0.087571278,0.10815447,0.095915809,0.11568773,0.078971766,0.077812806,0.064739697,0.12271322
"1371","Valparaiso",84608,144892,55801,32083,63472,24939,0.379195820726172,0.438064213345112,0.446927474418021,285301,120494,0.422339914686594,2017,5101,2,1,853066.934104923,0.050940875,0.1130525,0.13268015,0.11215054,0.11554687,0.12352484,0.092195638,0.087813541,0.1145571,0.057537965,0.080558725
"1372","Vichuquen",1430,2577,958,556,1356,498,0.388811188811189,0.526193247962747,0.519832985386221,4965,2410,0.48539778449144,2017,7309,3,0,578898.286925196,0.24411951,0.19389701,0.21360458,0.11315957,0.034965035,0.037719857,0.066963337,0.052553508,0.02415766,0.018859928,0.052341599
"1373","Victoria",9891,16122,6102,3048,7824,2999,0.308158932362754,0.485299590621511,0.491478203867584,32115,13871,0.431916549898801,2017,9211,2,1,545735.789983845,0.23899838,0.18303716,0.11134087,0.11534733,0.12623586,0.11182553,0.036704361,0.023101777,0.048529886,0.0048788367,0.14400646
"1374","Vicuña",7210,11073,3779,2097,5744,2150,0.290846047156727,0.518739275715705,0.568933580312252,22062,9991,0.452860121475841,2017,4106,3,0,527699.124055439,0.23770647,0.16020505,0.13252325,0.14706664,0.108221,0.068464018,0.090791725,0.0075185113,0.024340231,0.023163091,0.10339852
"1375","Vilcun",6879,11730,4395,2220,6090,1992,0.322721325774095,0.519181585677749,0.453242320819113,23004,10302,0.447835159102765,2017,9119,2,1,346588.661724051,0.32973108,0.30212784,0.15745161,0.087919913,0.031331155,0.028943621,0.024796851,0.029153053,0.0070369439,0.0015079166,0.13227779
"1376","Villa Alegre",3670,6794,2605,1256,3553,1425,0.342234332425068,0.522961436561672,0.547024952015355,13069,6234,0.47700665697452,2017,7407,3,0,612991.458894926,0.1275845,0.20591348,0.13831064,0.18234423,0.12285654,0.099851809,0.074659519,0.0025403993,0.015030696,0.030908193,0.029214593
"1377","Villa Alemana",31870,44970,16444,13710,23362,9274,0.430185127078757,0.519501890148988,0.563974702018973,93284,46346,0.496826894215514,2017,5804,3,0,938395.86584674,0.050956164,0.09542688,0.10351899,0.090169288,0.10074978,0.10752913,0.14366607,0.13605727,0.13209285,0.039833587,0.037639115
"1378","Villarrica",15328,24791,10086,4928,11676,4118,0.321503131524008,0.470977370820056,0.408288717033512,50205,20722,0.412747734289413,2017,9120,1,1,725780.844371485,0.19790128,0.16357724,0.16488108,0.11192623,0.067548461,0.063479848,0.077366553,0.050252914,0.051980898,0.051085487,0.10831317
"1379","Viña Del Mar",92957,145227,57661,37448,69296,30616,0.402852932000818,0.477156451624009,0.530965470595376,295845,137360,0.464297182646318,2017,5109,2,1,1315187.17651751,0.052014533,0.068929419,0.10763724,0.079991363,0.10005036,0.10032737,0.09741348,0.090215124,0.15511908,0.14830203,0.063862465
"1380","Vitacura",23283,43173,18585,15490,29775,13460,0.665292273332474,0.689667153081787,0.724239978477267,85041,58725,0.690549264472431,2017,13132,3,0,5229055.94091764,0.0019067501,0.0028114126,0,0.0020598469,0,0.025288796,0.025775922,0.072526097,0.16858734,0.70104384,0.012126474
"1381","Yerbas Buenas",4207,7414,2374,1248,3987,1332,0.296648443071072,0.537766387914756,0.561078348778433,13995,6567,0.469239013933548,2017,7408,3,0,573846.984851133,0.17724174,0.17753306,0.079939403,0.21330769,0.079181962,0.040494084,0.12130746,0.062867798,0.04637884,0.0017479461,0.077317484
"1382","Yumbel",5440,10128,4132,1712,5406,2142,0.314705882352941,0.533767772511848,0.518393030009681,19700,9260,0.47005076142132,2017,8313,2,1,441111.270112337,0.2730341,0.15329203,0.14845599,0.11873458,0.15409803,0.044682886,0.070726916,0.014205834,0.011082565,0.011687068,0.042365626
"1383","Yungay",4791,7978,2918,1369,3851,1458,0.285744103527447,0.48270243168714,0.499657299520219,15687,6678,0.42570281124498,2017,16109,3,0,525575.027077849,0.33205861,0.11240978,0.13390067,0.14192609,0.016427878,0.089518473,0.02838522,0.093827426,0.045028545,0.0065172897,0.099590652
"1384","Zapallar",2116,3698,1542,873,2233,1022,0.412570888468809,0.603839913466739,0.662775616083009,7356,4128,0.561174551386623,2017,5405,3,0,744079.077337679,0.017673602,0.065931313,0.31937829,0.12935573,0.09425921,0.14527451,0.06994234,0.012785159,0.099147655,0.046252195,0.037979443
"1385","Arica",58144,91269,30902,0,0,0,0,0,0,180315,84201,0.47,2020,15101,1,1,781159.83939392,0.091987677,0.1417034,0.16222592,0.11646292,0.11228885,0.11261771,0.082482181,0.068296663,0.073621765,0.038312916,0.11074328
"1386","Camarones",900,2003,568,0,0,0,0,0,0,3471,919,0.26,2020,15102,3,0,325384.650236327,0.1701553,0.049966238,0.20729236,0.18568535,0.10128292,0.072923698,0.11141121,0.062795408,0.038487509,0,0.074740484
"1387","General Lagos",514,1288,356,0,0,0,0,0,0,2158,313,0.15,2020,15202,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1388","Putre",1217,3457,880,0,0,0,0,0,0,5554,1075,0.19,2020,15201,3,0,532721.218085106,0.12234043,0.10283688,0.17021276,0.16312057,0.10106383,0.070921987,0.076241136,0.056737587,0.08510638,0.051418439,0.11524823
"1389","Alto Hospicio",26163,26980,4599,0,0,0,0,0,0,57742,26129,0.45,2020,1107,2,1,800747.890849092,0.099471532,0.15743752,0.18943696,0.12180734,0.12224051,0.1168377,0.081932098,0.0585173,0.04235613,0.0099629052,0.17637131
"1390","Camiña",637,1473,439,0,0,0,0,0,0,2549,513,0.2,2020,1402,3,0,759733.319711538,0.087740384,0.061298076,0.25961539,0.10096154,0.16947116,0.12259615,0,0.07692308,0.12139423,0,0.19001219
"1391","Colchane",1007,1628,360,0,0,0,0,0,0,2995,524,0.17,2020,1403,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1392","Huara",1102,2486,5453,0,0,0,0,0,0,9041,1529,0.17,2020,1404,3,0,684896.866972477,0.14506881,0.16743119,0.13847478,0.17173165,0.15625,0.062213302,0.024369266,0.045011468,0.05819954,0.03125,0.27465597
"1393","Iquique",52944,89505,25418,0,0,0,0,0,0,167867,80220,0.48,2020,1101,2,1,1121132.45114898,0.040611919,0.090979561,0.11081213,0.11478196,0.12025225,0.11974288,0.11240671,0.11482625,0.1084424,0.067143932,0.14668296
"1394","Pica",1629,2727,1104,0,0,0,0,0,0,5460,2435,0.45,2020,1405,3,0,876319.288622608,0.046699762,0.16234602,0.097321808,0.10694368,0.17300974,0.025065882,0.061163206,0.074155785,0.15670773,0.096586384,0.078052692
"1395","Pozo Almonte",3752,6234,1880,0,0,0,0,0,0,11866,4843,0.41,2020,1401,2,1,996659.415493366,0.078263901,0.12538493,0.17953634,0.15431991,0.088722326,0.042879555,0.14525594,0.083086401,0.05572018,0.046830516,0.37278485
"1396","Antofagasta",102011,144361,38017,0,0,0,0,0,0,284389,144073,0.51,2020,2101,2,1,1229257.38447919,0.076683745,0.070076324,0.09738905,0.10104262,0.081383042,0.13106389,0.12291243,0.11019334,0.11750049,0.091755055,0.090283908
"1397","Calama",45972,70073,16402,0,0,0,0,0,0,132447,62826,0.47,2020,2201,3,0,1124277.82836579,0.059973888,0.047763348,0.076485947,0.1162372,0.09633065,0.087122932,0.11491101,0.13457707,0.1471037,0.11949426,0.074418865
"1398","Maria Elena",1529,3635,1287,0,0,0,0,0,0,6451,2138,0.33,2020,2302,3,0,1127430.955902,0.023162583,0.01870824,0.086859688,0.03830735,0.19420935,0.20400891,0.14610244,0.14565702,0.13763919,0.0053452114,0.27438754
"1399","Mejillones",3360,5193,1272,0,0,0,0,0,0,9825,5128,0.52,2020,2102,2,1,943727.190116328,0.073533155,0.07794854,0.18468201,0.081939377,0.17203023,0.051286407,0.13781099,0.069966882,0.14061306,0.010189353,0.15740016
"1400","Ollague",434,1152,202,0,0,0,0,0,0,1788,379,0.21,2020,2202,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401","San Pedro De Atacama",2101,3890,937,0,0,0,0,0,0,6928,3337,0.48,2020,2203,3,0,810290.247922583,0.033449039,0.019880088,0.098874517,0.044598717,0.16892816,0.13316503,0.18197118,0.16976964,0.11717682,0.03218681,0.014200063
"1402","Sierra Gorda",918,1838,410,0,0,0,0,0,0,3166,856,0.27,2020,2103,3,0,827726.774607703,0,0.055159297,0.19876367,0.13789824,0.041369472,0.19400856,0.087018542,0.097955301,0.13456966,0.053257253,0.12220638
"1403","Taltal",3363,5241,1804,0,0,0,0,0,0,10408,4665,0.45,2020,2104,3,0,976484.086585505,0.015742643,0.094569929,0.1579968,0.12069359,0.15697011,0.094113618,0.12160621,0.15195072,0.079283595,0.0070727812,0.11680945
"1404","Tocopilla",7077,11301,3938,0,0,0,0,0,0,22316,10287,0.46,2020,2301,3,0,734034.265149904,0.15479481,0.14799064,0.13783754,0.044971295,0.10429513,0.086327873,0.040240273,0.20773974,0.055655964,0.020146715,0.066432625
"1405","Alto Del Carmen",1249,2455,1167,0,0,0,0,0,0,4871,1817,0.37,2020,3302,3,0,687539.845808047,0.137559,0.19554956,0.055518094,0.12834345,0.11598112,0.063385032,0.23758148,0.0069678579,0.059114408,0,0
"1406","Caldera",4766,7549,2337,0,0,0,0,0,0,14652,8023,0.55,2020,3102,3,0,737362.450686307,0.1691329,0.16498159,0.1223301,0.13244058,0.053230666,0.079343826,0.077000335,0.079477735,0.069434218,0.052628055,0.13592233
"1407","Chañaral",3956,5940,2093,0,0,0,0,0,0,11989,5764,0.48,2020,3201,3,0,780451.271023888,0.15904449,0.16090934,0.11135779,0.041736968,0.08045467,0.18675074,0.13222627,0.07725779,0.021312494,0.028949471,0.068643995
"1408","Copiapo",43258,62381,17708,0,0,0,0,0,0,123347,60971,0.49,2020,3101,2,1,1051287.17805717,0.083358787,0.11907994,0.1110489,0.10061421,0.084721796,0.10841902,0.098301038,0.11962853,0.10784214,0.066985644,0.095367335
"1409","Diego De Almagro",3887,7611,1957,0,0,0,0,0,0,13455,5410,0.4,2020,3202,3,0,1058544.34366988,0.078622878,0.075570747,0.057868391,0.1222073,0.069466487,0.16273959,0.14406055,0.13197412,0.091685995,0.06580393,0.11425757
"1410","Freirina",1828,2986,1085,0,0,0,0,0,0,5899,2701,0.46,2020,3303,3,0,693914.209837781,0.1838479,0.099075526,0.17146346,0.1929182,0.083376944,0.15140416,0.05982906,0.022850165,0.026862027,0.0083725797,0.15070644
"1411","Huasco",2549,4195,1582,0,0,0,0,0,0,8326,4236,0.51,2020,3304,3,0,622271.159082019,0.17851089,0.14317381,0.18124919,0.025296649,0.10314252,0.08293128,0.10718477,0.073282048,0.058025818,0.047203027,0.046811841
"1412","Tierra Amarilla",4264,6787,1711,0,0,0,0,0,0,12762,5785,0.45,2020,3103,2,1,910163.44156359,0.10910244,0.10497939,0.11592135,0.049159531,0.077941641,0.12250238,0.18910562,0.13764669,0.088645734,0.0049952427,0.10045988
"1413","Vallenar",14761,22509,8195,0,0,0,0,0,0,45465,21075,0.46,2020,3301,1,1,871188.60708822,0.11740299,0.13946965,0.11427379,0.087571278,0.10815447,0.095915809,0.11568773,0.078971766,0.077812806,0.064739697,0.12271322
"1414","Andacollo",3231,5841,2149,0,0,0,0,0,0,11221,6071,0.54,2020,4103,3,0,537274.472605547,0.20330647,0.21765268,0.17311108,0.17570706,0.050006833,0.074053831,0.043175299,0.02992212,0.0057384889,0.027326137,0.075787403
"1415","Canela",2308,4370,2235,0,0,0,0,0,0,8913,3781,0.42,2020,4202,3,0,452071.829571878,0.45301601,0.075776227,0.070578583,0.07919573,0.064423472,0.10887703,0.075639449,0.016550403,0.047736287,0.0082068117,0.043906443
"1416","Combarbala",3273,6145,3042,0,0,0,0,0,0,12460,5074,0.41,2020,4302,3,0,510459.717667177,0.15507156,0.22239223,0.23913239,0.069660693,0.10386104,0.07470075,0.077850781,0.0066600665,0.029970299,0.020700207,0.080010802
"1417","Coquimbo",57065,81113,27369,0,0,0,0,0,0,165547,81691,0.49,2020,4102,3,0,606953.642822302,0.16929604,0.18683809,0.15715887,0.10281657,0.099264324,0.097345538,0.07821966,0.054975003,0.045806989,0.0082789194,0.10874011
"1418","Illapel",8335,13716,5583,0,0,0,0,0,0,27634,12633,0.46,2020,4201,3,0,648055.463460773,0.13278243,0.13722952,0.16563787,0.17645693,0.10059074,0.077923805,0.097769812,0.060666401,0.04662817,0.00431435,0.15854712
"1419","La Higuera",1125,2265,896,0,0,0,0,0,0,4286,1564,0.36,2020,4104,3,0,528997.437082554,0.18300828,0.073737644,0.25808176,0.18461128,0.13304836,0.099118352,0.01442693,0.047021106,0.0069462997,0,0.16110072
"1420","La Serena",57190,85472,29555,0,0,0,0,0,0,172217,90133,0.52,2020,4101,3,0,1081850.41018776,0.15403716,0.13444613,0.16231449,0.1166686,0.11157327,0.078439042,0.10498885,0.065748535,0.048536703,0.023247205,0.084410518
"1421","Los Vilos",5597,8952,3513,0,0,0,0,0,0,18062,8875,0.49,2020,4203,3,0,601443.047644742,0.1718657,0.13402173,0.11980321,0.18776017,0.11396442,0.10298967,0.05460345,0.056279399,0.045737147,0.012975077,0.018219171
"1422","Monte Patria",8614,14117,5185,0,0,0,0,0,0,27916,11199,0.4,2020,4303,3,0,530491.309972369,0.16129741,0.21031147,0.24375157,0.13489074,0.091873899,0.064368248,0.02797664,0.049139664,0.004709872,0.011680482,0.10616051
"1423","Ovalle",30938,44378,16199,0,0,0,0,0,0,91515,40338,0.44,2020,4301,3,0,781823.251895388,0.091004729,0.15478715,0.18330494,0.14890972,0.097169086,0.080675729,0.091578566,0.081493013,0.051505879,0.019571191,0.063999794
"1424","Paihuano",1451,2664,1007,0,0,0,0,0,0,5122,2414,0.47,2020,4105,3,0,498435.409341265,0.29411766,0.10398766,0.32452083,0,0.092090771,0.017625028,0.11280017,0,0.04406257,0.01079533,0.035882484
"1425","Punitaqui",3036,5231,2290,0,0,0,0,0,0,10557,4175,0.4,2020,4304,3,0,467781.723096106,0.18616919,0.32035297,0.095338576,0.090542875,0.092844814,0.12564743,0.025896797,0.035104547,0.024649914,0.0034529062,0.16468444
"1426","Rio Hurtado",1123,2404,1163,0,0,0,0,0,0,4690,1638,0.35,2020,4305,3,0,418556.892713568,0.16231155,0.23015076,0.14447236,0.16180904,0.12487437,0.13266331,0.0072864322,0.014572864,0.021859296,0,0.11080402
"1427","Salamanca",7049,11552,4570,0,0,0,0,0,0,23171,10523,0.45,2020,4204,3,0,665555.810016071,0.21886809,0.15753812,0.097076833,0.14898145,0.052295532,0.14285715,0.066672459,0.065195672,0.017808279,0.032706425,0.17339182
"1428","Vicuña",7335,11515,4247,0,0,0,0,0,0,23097,10857,0.47,2020,4106,3,0,527699.124055439,0.23770647,0.16020505,0.13252325,0.14706664,0.108221,0.068464018,0.090791725,0.0075185113,0.024340231,0.023163091,0.10339852
"1429","Algarrobo",3224,6211,3461,0,0,0,0,0,0,12896,7086,0.55,2020,5602,3,0,1038114.57925452,0.053701017,0.12368271,0.069666184,0.098062724,0.035779644,0.088534109,0.1491134,0.10052375,0.18167476,0.099261686,0.069161355
"1430","Cabildo",5891,9077,3069,0,0,0,0,0,0,18037,9099,0.5,2020,5402,3,0,756151.651938599,0.18620819,0.096300095,0.084122613,0.083096161,0.16231979,0.11053049,0.090328,0.14878926,0.025428079,0.012877339,0.095646903
"1431","Calera",13933,22366,8687,0,0,0,0,0,0,44986,24215,0.54,2020,5502,2,1,621296.039636046,0.16910312,0.16700201,0.11589894,0.14730863,0.10817115,0.12341304,0.092929259,0.040045582,0.019105785,0.017022489,0.11524011
"1432","Calle Larga",3514,5748,2003,0,0,0,0,0,0,11265,6609,0.59,2020,5302,3,0,612244.608603342,0.17991322,0.18886735,0.22662236,0.09332595,0.072279148,0.096833751,0.069509834,0.026862364,0.042462844,0.0033231792,0.16745131
"1433","Cartagena",4933,8400,4388,0,0,0,0,0,0,17721,9075,0.51,2020,5603,3,0,702299.02646235,0.074575715,0.1921239,0.080474541,0.18556599,0.1337947,0.087329052,0.076750703,0.042577032,0.10693689,0.019871479,0.050420169
"1434","Casablanca",6852,11214,4073,0,0,0,0,0,0,22139,11508,0.52,2020,5102,3,0,874948.000029426,0.058762949,0.13306262,0.0625,0.12185146,0.10472576,0.18879473,0.13238584,0.090454333,0.084863462,0.02259887,0.012615768
